#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         455     1.20428     1.20135 5.88527e-05
         456      1.2043     1.20136 5.90779e-05
         457     1.20432     1.20137 5.93035e-05
         458     1.20434     1.20137 5.95296e-05
         459     1.20437     1.20138 5.97562e-05
         460     1.20439     1.20139 5.99833e-05
         461     1.20441     1.20139 6.02109e-05
         462     1.20443      1.2014 6.04391e-05
         463     1.20445      1.2014 6.06677e-05
         464     1.20448     1.20141 6.08968e-05
         465      1.2045     1.20142 6.11265e-05
         466     1.20452     1.20142 6.13566e-05
         467     1.20454     1.20143 6.15873e-05
         468     1.20456     1.20144 6.18185e-05
         469     1.20459     1.20144 6.20502e-05
         470     1.20461     1.20145 6.22824e-05
         471     1.20463     1.20146 6.25151e-05
         472     1.20465     1.20147 6.27483e-05
         473     1.20468     1.20147 6.29821e-05
         474      1.2047     1.20148 6.32163e-05
         475     1.20472     1.20149 6.34511e-05
         476     1.20475     1.20149 6.36864e-05
         477     1.20477      1.2015 6.39222e-05
         478     1.20479     1.20151 6.41586e-05
         479     1.20482     1.20151 6.43955e-05
         480     1.20484     1.20152 6.46329e-05
         481     1.20486     1.20153 6.48708e-05
         482     1.20489     1.20153 6.51092e-05
         483     1.20491     1.20154 6.53482e-05
         484     1.20493     1.20155 6.55877e-05
         485     1.20496     1.20156 6.58278e-05
         486     1.20498     1.20156 6.60683e-05
         487       1.205     1.20157 6.63094e-05
         488     1.20503     1.20158 6.65511e-05
         489     1.20505     1.20158 6.67933e-05
         490     1.20507     1.20159  6.7036e-05
         491      1.2051      1.2016 6.72792e-05
         492     1.20512      1.2016  6.7523e-05
         493     1.20515     1.20161 6.77673e-05
         494     1.20517     1.20162 6.80122e-05
         495      1.2052     1.20163 6.82576e-05
         496     1.20522     1.20163 6.85035e-05
         497     1.20525     1.20164   6.875e-05
         498     1.20527     1.20165 6.89971e-05
         499     1.20529     1.20166 6.92447e-05
         500     1.20532     1.20166 6.94928e-05
         501     1.20534     1.20167 6.97415e-05
         502     1.20537     1.20168 6.99907e-05
         503     1.20539     1.20168 7.02405e-05
         504     1.20542     1.20169 7.04909e-05
         505     1.20544      1.2017 7.07418e-05
         506     1.20547     1.20171 7.09932e-05
         507      1.2055     1.20171 7.12453e-05
         508     1.20552     1.20172 7.14978e-05
         509     1.20555     1.20173  7.1751e-05
         510     1.20557     1.20174 7.20047e-05
         511      1.2056     1.20174 7.22589e-05
         512     1.20562     1.20175 7.25138e-05
         513     1.20565     1.20176 7.27692e-05
         514     1.20567     1.20177 7.30252e-05
         515      1.2057     1.20178 7.32817e-05
         516     1.20573     1.20178 7.35388e-05
         517     1.20575     1.20179 7.37965e-05
         518     1.20578      1.2018 7.40547e-05
         519     1.20581     1.20181 7.43136e-05
         520     1.20583     1.20181  7.4573e-05
         521     1.20586     1.20182  7.4833e-05
         522     1.20589     1.20183 7.50936e-05
         523     1.20591     1.20184 7.53547e-05
         524     1.20594     1.20184 7.56165e-05
         525     1.20597     1.20185 7.58788e-05
         526     1.20599     1.20186 7.61417e-05
         527     1.20602     1.20187 7.64052e-05
         528     1.20605     1.20188 7.66693e-05
         529     1.20607     1.20188  7.6934e-05
         530      1.2061     1.20189 7.71992e-05
         531     1.20613      1.2019 7.74651e-05
         532     1.20616     1.20191 7.77316e-05
         533     1.20618     1.20192 7.79986e-05
         534     1.20621     1.20192 7.82663e-05
         535     1.20624     1.20193 7.85345e-05
         536     1.20627     1.20194 7.88034e-05
         537      1.2063     1.20195 7.90729e-05
         538     1.20632     1.20196 7.93429e-05
         539     1.20635     1.20196 7.96136e-05
         540     1.20638     1.20197 7.98849e-05
         541     1.20641     1.20198 8.01568e-05
         542     1.20644     1.20199 8.04293e-05
         543     1.20647       1.202 8.07024e-05
         544     1.20649     1.20201 8.09761e-05
         545     1.20652     1.20201 8.12504e-05
         546     1.20655     1.20202 8.15254e-05
         547     1.20658     1.20203  8.1801e-05
         548     1.20661     1.20204 8.20772e-05
         549     1.20664     1.20205  8.2354e-05
         550     1.20667     1.20206 8.26314e-05
         551      1.2067     1.20206 8.29095e-05
         552     1.20673     1.20207 8.31882e-05
         553     1.20676     1.20208 8.34675e-05
         554     1.20678     1.20209 8.37474e-05
         555     1.20681      1.2021  8.4028e-05
         556     1.20684     1.20211 8.43092e-05
         557     1.20687     1.20212 8.45911e-05
         558      1.2069     1.20212 8.48736e-05
         559     1.20693     1.20213 8.51567e-05
         560     1.20696     1.20214 8.54404e-05
         561     1.20699     1.20215 8.57248e-05
         562     1.20702     1.20216 8.60099e-05
         563     1.20705     1.20217 8.62955e-05
         564     1.20708     1.20218 8.65819e-05
         565     1.20712     1.20218 8.68688e-05
         566     1.20715     1.20219 8.71565e-05
         567     1.20718      1.2022 8.74447e-05
         568     1.20721     1.20221 8.77337e-05
         569     1.20724     1.20222 8.80232e-05
         570     1.20727     1.20223 8.83135e-05
         571      1.2073     1.20224 8.86044e-05
         572     1.20733     1.20225 8.88959e-05
         573     1.20736     1.20226 8.91881e-05
         574     1.20739     1.20226  8.9481e-05
         575     1.20743     1.20227 8.97746e-05
         576     1.20746     1.20228 9.00688e-05
         577     1.20749     1.20229 9.03637e-05
         578     1.20752      1.2023 9.06592e-05
         579     1.20755     1.20231 9.09554e-05
         580     1.20759     1.20232 9.12523e-05
         581     1.20762     1.20233 9.15499e-05
         582     1.20765     1.20234 9.18481e-05
         583     1.20768     1.20235 9.21471e-05
         584     1.20771     1.20236 9.24467e-05
         585     1.20775     1.20236  9.2747e-05
         586     1.20778     1.20237  9.3048e-05
         587     1.20781     1.20238 9.33496e-05
         588     1.20785     1.20239  9.3652e-05
         589     1.20788      1.2024  9.3955e-05
         590     1.20791     1.20241 9.42587e-05
