#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         330     1.17645     1.16179   0.0260982
         331     1.17873     1.16185   0.0260194
         332     1.18097      1.1619   0.0259411
         333     1.18318     1.16197   0.0258633
         334     1.18534     1.16204   0.0257859
         335     1.18747     1.16211   0.0257091
         336     1.18955     1.16219   0.0256327
         337      1.1916     1.16228   0.0255568
         338      1.1936     1.16237   0.0254813
         339     1.19555     1.16247   0.0254063
         340     1.19746     1.16258   0.0253318
         341     1.19933     1.16268   0.0252578
         342     1.20115      1.1628   0.0251842
         343     1.20292     1.16291    0.025111
         344     1.20464     1.16303   0.0250383
         345     1.20631     1.16316   0.0249661
         346     1.20793     1.16329   0.0248942
         347      1.2095     1.16342   0.0248229
         348     1.21102     1.16356   0.0247519
         349     1.21248      1.1637   0.0246814
         350      1.2139     1.16384   0.0246113
         351     1.21526     1.16399   0.0245416
         352     1.21656     1.16414   0.0244723
         353     1.21782     1.16429   0.0244035
         354     1.21901     1.16444    0.024335
         355     1.22016      1.1646    0.024267
         356     1.22125     1.16476   0.0241993
         357     1.22228     1.16492   0.0241321
         358     1.22325     1.16508   0.0240652
         359     1.22417     1.16525   0.0239988
         360     1.22504     1.16542   0.0239327
         361     1.22585     1.16558    0.023867
         362     1.22661     1.16575   0.0238016
         363     1.22731     1.16592   0.0237367
         364     1.22795     1.16609   0.0236721
         365     1.22854     1.16626   0.0236078
         366     1.22907     1.16643   0.0235439
         367     1.22955     1.16661   0.0234804
         368     1.22998     1.16678   0.0234172
         369     1.23035     1.16695   0.0233544
         370     1.23067     1.16712   0.0232919
         371     1.23094     1.16729   0.0232298
         372     1.23116     1.16747    0.023168
         373     1.23133     1.16764   0.0231065
         374     1.23144     1.16781   0.0230453
         375     1.23151     1.16798   0.0229845
         376     1.23152     1.16815    0.022924
         377     1.23149     1.16832   0.0228638
         378     1.23141     1.16848   0.0228039
         379     1.23129     1.16865   0.0227444
         380     1.23112     1.16881   0.0226851
         381      1.2309     1.16898   0.0226262
         382     1.23064     1.16914   0.0225675
         383     1.23033      1.1693   0.0225091
         384     1.22998     1.16945   0.0224511
         385     1.22958     1.16961   0.0223933
         386     1.22915     1.16976   0.0223358
         387     1.22867     1.16992   0.0222786
         388     1.22815     1.17007   0.0222217
         389     1.22759     1.17021   0.0221651
         390     1.22699     1.17036   0.0221087
         391     1.22635      1.1705   0.0220526
         392     1.22567     1.17064   0.0219968
         393     1.22495     1.17078   0.0219413
         394      1.2242     1.17092    0.021886
         395     1.22341     1.17105    0.021831
         396     1.22258     1.17118   0.0217763
         397     1.22172     1.17131   0.0217218
         398     1.22082     1.17143   0.0216676
         399     1.21989     1.17155   0.0216136
         400     1.21892     1.17167   0.0215599
         401     1.21792     1.17179   0.0215065
         402     1.21689      1.1719   0.0214533
         403     1.21583     1.17201   0.0214003
         404     1.21473     1.17211   0.0213476
         405     1.21361     1.17222   0.0212951
         406     1.21245     1.17232   0.0212429
         407     1.21126     1.17241   0.0211909
         408     1.21005      1.1725   0.0211392
         409      1.2088     1.17259   0.0210877
         410     1.20753     1.17268   0.0210364
         411     1.20623     1.17276   0.0209854
         412      1.2049     1.17284   0.0209346
         413     1.20355     1.17291   0.0208841
         414     1.20218     1.17298   0.0208337
         415     1.20078     1.17305   0.0207836
         416     1.19935     1.17311   0.0207338
         417      1.1979     1.17317   0.0206841
         418     1.19643     1.17323   0.0206347
         419     1.19494     1.17328   0.0205855
         420     1.19342     1.17333   0.0205366
         421     1.19188     1.17337   0.0204878
         422     1.19032     1.17341   0.0204393
         423     1.18874     1.17345   0.0203911
         424     1.18714     1.17348    0.020343
         425     1.18551     1.17351   0.0202951
         426     1.18387     1.17353   0.0202475
         427     1.18221     1.17355   0.0202001
         428     1.18053     1.17357   0.0201529
         429     1.17883     1.17358   0.0201059
         430     1.17713     1.17359   0.0200592
         431      1.1754     1.17359   0.0200126
         432     1.17367     1.17359   0.0199663
         433     1.17191     1.17359   0.0199202
         434     1.17015     1.17358   0.0198743
         435     1.16837     1.17357   0.0198286
         436     1.16658     1.17356   0.0197832
         437     1.16478     1.17354   0.0197379
         438     1.16298     1.17351   0.0196928
         439     1.16116     1.17348    0.019648
         440     1.15934     1.17345   0.0196034
         441     1.15751     1.17341    0.019559
         442     1.15568     1.17337   0.0195147
         443     1.15385     1.17333   0.0194707
         444     1.15201     1.17328    0.019427
         445     1.15016     1.17323   0.0193834
         446     1.14832     1.17317     0.01934
         447     1.14648     1.17311   0.0192968
         448     1.14464     1.17305   0.0192538
         449     1.14281     1.17298   0.0192111
         450     1.14098     1.17291   0.0191685
         451     1.13916     1.17284   0.0191262
         452     1.13735     1.17276    0.019084
         453     1.13554     1.17268   0.0190421
         454     1.13374     1.17259   0.0190003
         455     1.13196      1.1725   0.0189588
         456     1.13019     1.17241   0.0189174
         457     1.12843     1.17231   0.0188763
         458     1.12669     1.17221   0.0188353
         459     1.12497     1.17211   0.0187946
         460     1.12327       1.172    0.018754
         461     1.12158      1.1719   0.0187136
         462     1.11993     1.17178   0.0186735
         463     1.11829     1.17167   0.0186335
         464     1.11667     1.17155   0.0185937
         465     1.11508     1.17143   0.0185541
         466     1.11352      1.1713   0.0185147
         467     1.11199     1.17118   0.0184755
         468     1.11048     1.17105   0.0184365
         469     1.10901     1.17091   0.0183977
         470     1.10757     1.17078    0.018359
         471     1.10616     1.17064   0.0183205
         472     1.10479      1.1705   0.0182823
         473     1.10345     1.17036   0.0182442
         474     1.10215     1.17022   0.0182062
         475     1.10089     1.17007   0.0181685
         476     1.09966     1.16992   0.0181309
         477     1.09848     1.16977   0.0180935
         478     1.09733     1.16962   0.0180563
         479     1.09623     1.16947   0.0180193
         480     1.09517     1.16931   0.0179824
         481     1.09415     1.16916   0.0179457
         482     1.09318       1.169   0.0179091
         483     1.09225     1.16884   0.0178728
         484     1.09137     1.16868   0.0178366
         485     1.09053     1.16852   0.0178005
         486     1.08974     1.16836   0.0177646
         487       1.089     1.16819   0.0177289
         488     1.08831     1.16803   0.0176933
         489     1.08766     1.16787   0.0176579
         490     1.08706      1.1677   0.0176226
         491     1.08651     1.16754   0.0175875
         492     1.08601     1.16737   0.0175525
         493     1.08556      1.1672   0.0175177
         494     1.08516     1.16704   0.0174831
         495     1.08481     1.16687   0.0174485
         496     1.08451     1.16671   0.0174141
         497     1.08426     1.16654   0.0173799
         498     1.08406     1.16637   0.0173458
         499     1.08392     1.16621   0.0173118
         500     1.08383     1.16604    0.017278
         501     1.08379     1.16588   0.0172443
         502     1.08381     1.16572   0.0172107
         503     1.08388     1.16555   0.0171772
         504       1.084     1.16539   0.0171439
         505     1.08417     1.16523   0.0171107
         506      1.0844     1.16507   0.0170777
         507     1.08468     1.16491   0.0170447
         508     1.08502     1.16476   0.0170119
         509     1.08541      1.1646   0.0169792
         510     1.08585     1.16445   0.0169466
         511     1.08635     1.16429   0.0169141
         512      1.0869     1.16414   0.0168817
         513     1.08752     1.16399   0.0168495
         514     1.08818     1.16384   0.0168174
         515     1.08891      1.1637   0.0167853
         516     1.08969     1.16356   0.0167534
         517     1.09052     1.16341   0.0167216
         518     1.09142     1.16328   0.0166899
         519     1.09236     1.16314   0.0166583
         520     1.09337       1.163   0.0166268
         521     1.09442     1.16287   0.0165954
         522     1.09554     1.16274   0.0165641
         523      1.0967     1.16262   0.0165329
         524     1.09792     1.16249   0.0165019
         525     1.09919     1.16237   0.0164709
         526     1.10051     1.16226     0.01644
         527     1.10189     1.16214   0.0164092
         528     1.10331     1.16203   0.0163785
         529     1.10479     1.16192   0.0163479
         530     1.10632     1.16182   0.0163174
         531     1.10789     1.16172   0.0162869
         532     1.10951     1.16162   0.0162566
         533     1.11119     1.16152   0.0162264
         534      1.1129     1.16143   0.0161963
         535     1.11466     1.16134   0.0161662
         536     1.11647     1.16126   0.0161363
         537     1.11831     1.16118   0.0161064
         538     1.12019      1.1611   0.0160767
         539     1.12211     1.16103    0.016047
         540     1.12407     1.16096   0.0160174
         541     1.12605      1.1609    0.015988
         542     1.12807     1.16084   0.0159586
         543     1.13012     1.16078   0.0159293
         544     1.13219     1.16073   0.0159001
         545     1.13428     1.16068    0.015871
         546      1.1364     1.16064    0.015842
         547     1.13855      1.1606   0.0158131
         548      1.1407     1.16056   0.0157843
         549     1.14287     1.16053   0.0157556
         550     1.14506      1.1605   0.0157269
         551     1.14725     1.16048   0.0156984
         552     1.14944     1.16046     0.01567
         553     1.15164     1.16044   0.0156417
         554     1.15384     1.16043   0.0156134
         555     1.15603     1.16042   0.0155853
         556     1.15823     1.16042   0.0155573
         557     1.16041     1.16042   0.0155293
         558     1.16258     1.16042   0.0155015
         559     1.16475     1.16043   0.0154738
         560     1.16689     1.16044   0.0154461
         561     1.16902     1.16045   0.0154186
         562     1.17112     1.16047   0.0153912
         563     1.17321      1.1605   0.0153639
         564     1.17527     1.16052   0.0153367
         565      1.1773     1.16055   0.0153095
         566     1.17929     1.16058   0.0152825
         567     1.18126     1.16062   0.0152556
         568     1.18319     1.16066   0.0152288
         569     1.18509      1.1607   0.0152021
         570     1.18695     1.16075   0.0151755
         571     1.18877      1.1608    0.015149
         572     1.19055     1.16085   0.0151226
         573     1.19228     1.16091   0.0150963
         574     1.19398     1.16096   0.0150701
         575     1.19563     1.16102    0.015044
         576     1.19724     1.16109   0.0150181
         577     1.19879     1.16115   0.0149922
         578     1.20031     1.16122   0.0149664
         579     1.20177     1.16129   0.0149407
         580     1.20319     1.16136   0.0149151
         581     1.20456     1.16144   0.0148896
         582     1.20589     1.16151   0.0148642
         583     1.20716     1.16159    0.014839
         584     1.20839     1.16167   0.0148138
         585     1.20957     1.16175   0.0147887
         586     1.21071     1.16184   0.0147637
         587     1.21181     1.16192   0.0147388
         588     1.21285     1.16201   0.0147139
         589     1.21386      1.1621   0.0146892
         590     1.21481     1.16219   0.0146646
         591     1.21573     1.16228   0.0146401
         592      1.2166     1.16237   0.0146156
         593     1.21743     1.16246   0.0145913
         594     1.21823     1.16255    0.014567
         595     1.21898     1.16265   0.0145428
         596      1.2197     1.16275   0.0145188
         597     1.22039     1.16284   0.0144948
         598     1.22104     1.16294   0.0144708
         599     1.22166     1.16304    0.014447
         600     1.22225     1.16314   0.0144233
         601     1.22282     1.16324   0.0143996
         602     1.22336     1.16334    0.014376
         603     1.22387     1.16344   0.0143526
         604     1.22436     1.16354   0.0143291
         605     1.22483     1.16364   0.0143058
         606     1.22527     1.16374   0.0142826
         607     1.22571     1.16384   0.0142594
         608     1.22612     1.16394   0.0142363
         609     1.22652     1.16405   0.0142133
         610     1.22691     1.16415   0.0141904
         611     1.22729     1.16425   0.0141675
         612     1.22765     1.16436   0.0141448
         613     1.22801     1.16446   0.0141221
         614     1.22836     1.16456   0.0140995
         615      1.2287     1.16467   0.0140769
         616     1.22904     1.16477   0.0140545
         617     1.22938     1.16488   0.0140321
         618     1.22972     1.16498   0.0140098
         619     1.23005     1.16509   0.0139875
         620     1.23039     1.16519   0.0139654
         621     1.23073      1.1653   0.0139433
         622     1.23107      1.1654   0.0139212
         623     1.23142     1.16551   0.0138993
         624     1.23177     1.16562   0.0138774
         625     1.23213     1.16572   0.0138556
         626     1.23249     1.16583   0.0138339
         627     1.23287     1.16594   0.0138123
         628     1.23326     1.16604   0.0137907
         629     1.23365     1.16615   0.0137692
         630     1.23406     1.16626   0.0137477
         631     1.23448     1.16637   0.0137264
         632     1.23492     1.16648   0.0137051
         633     1.23537     1.16658   0.0136839
         634     1.23583     1.16669   0.0136627
         635     1.23631      1.1668   0.0136417
         636      1.2368     1.16691   0.0136206
         637     1.23732     1.16702   0.0135997
         638     1.23784     1.16714   0.0135789
         639     1.23839     1.16725   0.0135581
         640     1.23895     1.16736   0.0135373
         641     1.23953     1.16747   0.0135167
         642     1.24013     1.16758   0.0134961
         643     1.24075      1.1677   0.0134756
         644     1.24138     1.16781   0.0134552
         645     1.24204     1.16793   0.0134348
         646     1.24271     1.16804   0.0134145
         647      1.2434     1.16816   0.0133943
         648     1.24411     1.16828   0.0133741
         649     1.24484      1.1684    0.013354
         650     1.24559     1.16851    0.013334
         651     1.24635     1.16863   0.0133141
         652     1.24713     1.16875   0.0132942
         653     1.24793     1.16888   0.0132744
         654     1.24874       1.169   0.0132546
         655     1.24957     1.16912    0.013235
         656     1.25041     1.16924   0.0132154
         657     1.25127     1.16937   0.0131959
         658     1.25214      1.1695   0.0131764
         659     1.25302     1.16962    0.013157
         660     1.25391     1.16975   0.0131377
         661     1.25482     1.16988   0.0131185
         662     1.25573     1.17001   0.0130993
         663     1.25665     1.17014   0.0130802
         664     1.25758     1.17027   0.0130611
         665     1.25851      1.1704   0.0130422
         666     1.25944     1.17054   0.0130233
         667     1.26037     1.17067   0.0130044
         668     1.26131     1.17081   0.0129857
         669     1.26225     1.17094    0.012967
         670     1.26318     1.17108   0.0129484
         671     1.26411     1.17122   0.0129298
         672     1.26503     1.17136   0.0129113
         673     1.26595      1.1715   0.0128929
         674     1.26686     1.17164   0.0128746
         675     1.26775     1.17178   0.0128563
         676     1.26864     1.17193    0.012838
         677     1.26951     1.17207   0.0128199
         678     1.27036     1.17222   0.0128018
         679      1.2712     1.17236   0.0127838
         680     1.27202     1.17251   0.0127658
         681     1.27282     1.17266   0.0127479
         682      1.2736      1.1728   0.0127301
         683     1.27436     1.17295   0.0127123
         684     1.27508      1.1731   0.0126946
         685     1.27579     1.17325    0.012677
         686     1.27646      1.1734   0.0126594
         687     1.27711     1.17355   0.0126419
         688     1.27773      1.1737   0.0126244
         689     1.27832     1.17386    0.012607
         690     1.27887     1.17401   0.0125896
         691     1.27939     1.17416   0.0125723
         692     1.27988     1.17431   0.0125551
         693     1.28033     1.17447   0.0125379
         694     1.28075     1.17462   0.0125208
         695     1.28113     1.17477   0.0125037
         696     1.28147     1.17493   0.0124867
         697     1.28177     1.17508   0.0124697
         698     1.28204     1.17523   0.0124528
         699     1.28227     1.17539   0.0124359
         700     1.28245     1.17554   0.0124191
         701      1.2826     1.17569   0.0124023
         702      1.2827     1.17584   0.0123856
         703     1.28276       1.176   0.0123689
         704     1.28278     1.17615   0.0123522
         705     1.28276      1.1763   0.0123356
         706      1.2827     1.17645   0.0123191
         707     1.28259      1.1766   0.0123026
         708     1.28245     1.17675   0.0122861
         709     1.28226      1.1769   0.0122697
         710     1.28203     1.17705   0.0122533
         711     1.28176     1.17719    0.012237
         712     1.28144     1.17734   0.0122206
         713     1.28108     1.17749   0.0122044
         714     1.28069     1.17763   0.0121881
         715     1.28025     1.17777   0.0121719
         716     1.27977     1.17792   0.0121558
         717     1.27925     1.17806   0.0121396
         718     1.27869      1.1782   0.0121235
         719     1.27809     1.17834   0.0121075
         720     1.27746     1.17847   0.0120914
         721     1.27678     1.17861   0.0120754
         722     1.27607     1.17875   0.0120595
         723     1.27532     1.17888   0.0120435
         724     1.27453     1.17901   0.0120276
         725     1.27371     1.17914   0.0120117
         726     1.27286     1.17927   0.0119959
         727     1.27197      1.1794   0.0119801
         728     1.27104     1.17952   0.0119643
         729     1.27009     1.17965   0.0119485
         730      1.2691     1.17977   0.0119328
         731     1.26808     1.17989    0.011917
         732     1.26702     1.18001   0.0119014
         733     1.26594     1.18013   0.0118857
         734     1.26483     1.18024   0.0118701
         735     1.26369     1.18036   0.0118545
         736     1.26252     1.18047   0.0118389
         737     1.26133     1.18058   0.0118233
