#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         340    -6.66174    -6.63072   0.0260576
         341    -6.66355    -6.63081   0.0259813
         342    -6.66435    -6.63091   0.0259056
         343    -6.66607    -6.63101   0.0258302
         344    -6.66774    -6.63112   0.0257554
         345    -6.66937    -6.63123   0.0256809
         346    -6.67061    -6.63135    0.025607
         347    -6.67245    -6.63146   0.0255335
         348    -6.67327    -6.63158   0.0254604
         349    -6.67468    -6.63171   0.0253877
         350    -6.67572    -6.63183   0.0253155
         351     -6.6767    -6.63196   0.0252437
         352    -6.67795    -6.63209   0.0251723
         353    -6.67948    -6.63223   0.0251014
         354    -6.68062    -6.63236   0.0250308
         355    -6.68171     -6.6325   0.0249607
         356    -6.68339    -6.63264    0.024891
         357    -6.68436    -6.63279   0.0248217
         358    -6.68626    -6.63294   0.0247528
         359    -6.68745    -6.63309   0.0246843
         360    -6.68858    -6.63324   0.0246162
         361    -6.68869     -6.6334   0.0245485
         362    -6.68939    -6.63355   0.0244812
         363    -6.69068    -6.63371   0.0244143
         364    -6.69094    -6.63387   0.0243477
         365    -6.69148    -6.63403   0.0242815
         366    -6.69196    -6.63418   0.0242157
         367    -6.69238    -6.63434   0.0241502
         368    -6.69308     -6.6345   0.0240851
         369     -6.6934    -6.63466   0.0240204
         370    -6.69335    -6.63482    0.023956
         371    -6.69324    -6.63498   0.0238919
         372    -6.69308    -6.63513   0.0238282
         373    -6.69352    -6.63529   0.0237648
         374    -6.69359    -6.63545   0.0237018
         375    -6.69295     -6.6356   0.0236391
         376    -6.69357    -6.63575   0.0235767
         377    -6.69349    -6.63591   0.0235147
         378    -6.69304    -6.63606    0.023453
         379    -6.69287    -6.63621   0.0233916
         380    -6.69201    -6.63635   0.0233305
         381    -6.69239     -6.6365   0.0232697
         382    -6.69176    -6.63665   0.0232092
         383    -6.69044    -6.63679   0.0231491
         384    -6.69004    -6.63693   0.0230892
         385    -6.68993    -6.63706   0.0230296
         386    -6.68913     -6.6372   0.0229704
         387    -6.68861    -6.63733   0.0229114
