1	0
1.41782	0.00408288
1.73055	0.00549817
1.9956	0.00619437
2.23244	0.00763542
2.45683	0.008977
2.64874	0.0103355
2.84137	0.011195
3.01237	0.0121638
3.17468	0.0124437
3.33539	0.0136339
3.48448	0.0144535
3.62152	0.0148742
3.75771	0.0154988
3.88652	0.0149968
4.0137	0.0151809
4.13536	0.0147833
4.25298	0.01555
4.36101	0.0163122
4.47218	0.0155914
4.58537	0.0171253
4.70419	0.0177843
4.80658	0.0188288
4.90975	0.0183658
5.00897	0.0194351
5.1051	0.0198026
5.19865	0.0202933
5.29904	0.0198259
5.39014	0.0208087
5.49112	0.0208176
5.5841	0.0212472
5.67154	0.021024
5.76538	0.0211416
5.85845	0.0225143
5.94121	0.0224894
6.01869	0.0230226
6.10215	0.0231249
6.18207	0.024037
6.25642	0.0241694
6.34173	0.0250054
6.42705	0.0245913
6.50177	0.0250425
6.58615	0.0260721
6.66752	0.0262495
6.73697	0.0268196
6.80644	0.0273488
6.87421	0.0275783
6.94599	0.0273865
7.02437	0.0276432
7.10125	0.0282298
7.16994	0.0289332
7.24228	0.0295414
7.31185	0.0306238
7.38742	0.0319428
7.44822	0.0315917
7.51773	0.0312919
7.57351	0.0300221
7.64166	0.0302483
7.7055	0.0286582
7.75763	0.028609
7.82686	0.0282476
7.89424	0.0291286
7.95908	0.0292808
8.02082	0.0302717
8.0872	0.0302466
8.14858	0.0311647
8.21114	0.0315303
8.27135	0.0314783
8.33189	0.0315332
8.39002	0.0314203
8.45915	0.0319967
8.51314	0.0333423
8.57533	0.0332104
8.63887	0.0331082
8.69323	0.0330503
8.74419	0.0329588
8.79388	0.0326748
8.84949	0.0330782
8.90804	0.0337376
8.95636	0.0336797
9.02049	0.0332988
9.06814	0.0330411
9.12196	0.0339184
9.16917	0.0324774
9.2353	0.0332968
9.27554	0.0340899
9.3347	0.0351472
9.39667	0.0352132
9.45374	0.0357017
9.50308	0.0358885
9.5653	0.0375165
9.61847	0.0370096
9.66096	0.0367185
9.71294	0.0368773
9.75792	0.0371883
9.81142	0.0370887
9.86079	0.0373969
9.92344	0.0383738
9.97824	0.0378202
10.0351	0.0390195
