1	0
1.41237	0.00362993
1.72963	0.00507598
1.99423	0.00672981
2.23534	0.00808352
2.45129	0.00959689
2.64981	0.0102411
2.82603	0.0109993
2.98866	0.011641
3.14569	0.0126568
3.30456	0.0126503
3.45291	0.0130502
3.59121	0.0138728
3.72942	0.0152781
3.85838	0.0153936
3.98436	0.0151964
4.10826	0.0155192
4.23627	0.015901
4.3546	0.0165557
4.47368	0.0157813
4.58529	0.0162336
4.69453	0.0160459
4.81056	0.0170348
4.91092	0.0160252
5.00866	0.0168884
5.10196	0.0177744
5.20459	0.0183951
5.29243	0.0189784
5.38646	0.0190541
5.47531	0.0188286
5.56118	0.0206133
5.65196	0.0209235
5.73804	0.0209812
5.81726	0.0222106
5.90314	0.0227625
5.97847	0.0234994
6.06159	0.0230742
6.13958	0.0229433
6.21471	0.0230227
6.28829	0.022936
6.35656	0.02343
6.42644	0.0241935
6.51313	0.0249433
6.59238	0.0259161
6.67098	0.0249809
6.74562	0.0256618
6.81873	0.025635
6.8927	0.0251855
6.9721	0.0254922
7.04278	0.0257514
7.1192	0.026639
7.18278	0.0263979
7.256	0.0274554
7.3173	0.0275381
7.39641	0.0283122
7.46279	0.0299102
7.52746	0.0290207
7.58782	0.0293284
7.66365	0.0287871
7.72891	0.028589
7.81206	0.0299551
7.87734	0.0299126
7.95186	0.0299979
8.01918	0.0288412
8.07324	0.0294572
8.13921	0.0295784
8.19955	0.0295995
8.25829	0.0297927
8.32075	0.0301887
8.38528	0.0309273
8.44489	0.0305883
8.49825	0.0301562
8.55786	0.0310699
8.6106	0.030581
8.67383	0.031297
8.72716	0.0317716
8.78898	0.0314548
8.84871	0.0308334
8.89291	0.0309393
8.93973	0.0310853
8.99819	0.0318711
9.0574	0.0317202
9.12835	0.0318342
9.19326	0.0326933
9.2504	0.0331289
9.30625	0.0337341
9.34817	0.0336366
9.40322	0.0335682
9.45313	0.0341298
9.50436	0.0329593
9.54912	0.0336393
9.60198	0.0348376
9.65864	0.0357254
9.71551	0.0358373
9.75707	0.0369412
9.8044	0.0365849
9.85516	0.0370479
9.906	0.0360657
9.95331	0.0358843
9.999	0.0363883
