1.00122	0
1.0001	0.0011145
1	0.000651649
0.999804	0.000501205
0.999867	0.000393255
0.999814	0.000325381
0.999844	0.000276611
0.999832	0.000239857
0.999889	0.000219031
0.9999	0.000196263
0.999849	0.000184703
0.999945	0.000193758
1.00001	0.000191343
0.999974	0.000181716
0.999937	0.000173064
0.999978	0.000166923
0.999965	0.000157387
0.999995	0.000151515
0.99998	0.000144155
0.999979	0.000136762
1	0.000132736
0.999998	0.000126758
1.00002	0.000123902
1.00001	0.000120064
0.999994	0.000115746
1.00001	0.000111829
1	0.000107609
0.999998	0.000103902
0.999974	0.000103208
1.00001	0.000105178
0.999998	0.000102146
0.999993	9.90128e-05
0.999982	9.66667e-05
0.999981	9.37858e-05
0.999989	9.14059e-05
0.999993	8.89253e-05
0.999993	8.64905e-05
0.999994	8.41888e-05
0.999997	8.20537e-05
1.00002	8.33442e-05
1.00002	8.12973e-05
1.00002	7.93468e-05
1.00001	7.84006e-05
1.00002	7.73992e-05
1.00002	7.56621e-05
1.00002	7.40536e-05
1.00003	7.2501e-05
1.00003	7.10437e-05
1.00003	6.96616e-05
1.00003	6.83905e-05
1.00002	6.75831e-05
1.00002	6.6272e-05
1.00002	6.50718e-05
1.00002	6.3864e-05
1	6.68833e-05
0.999995	6.58143e-05
0.999999	6.47356e-05
0.999994	6.37643e-05
1	6.31073e-05
1.00001	6.33664e-05
1.00003	6.32024e-05
1.00003	6.21808e-05
1.00003	6.13508e-05
1.00003	6.06073e-05
1.00003	6.03455e-05
1.00003	5.95831e-05
1.00002	5.97008e-05
1.00002	5.88552e-05
1.00001	5.83969e-05
1.00001	5.77424e-05
1.00002	5.70998e-05
1.00002	5.63332e-05
1.00002	5.5561e-05
1.00003	5.50103e-05
1.00002	5.43106e-05
1.00003	5.37183e-05
1.00003	5.3365e-05
1.00003	5.31392e-05
1.00003	5.2994e-05
1.00005	5.36669e-05
1.00004	5.30366e-05
1.00005	5.33759e-05
1.00006	5.27678e-05
1.00005	5.24914e-05
1.00005	5.18763e-05
1.00005	5.13396e-05
1.00005	5.15831e-05
1.00004	5.10254e-05
1.00004	5.04855e-05
1.00004	4.99369e-05
1.00004	4.94049e-05
1.00003	4.99889e-05
1.00003	4.94524e-05
1.00004	4.90879e-05
1.00003	4.87322e-05
1.00003	4.82394e-05
1.00002	4.83206e-05
1.00002	4.78268e-05
1.00003	4.75265e-05
1.00003	4.70538e-05
