1.00028	0
1.00048	0.000198535
1.00038	0.000153444
1.0004	0.000110001
1.00027	0.000152071
1.00023	0.000132518
1.00019	0.000118936
1.00017	0.000103892
1.00023	0.000109867
1.00019	0.00010945
1.00015	0.000107152
1.00009	0.000111636
1.00007	0.000104268
1.00011	0.000102567
1.00009	9.70691e-05
1.00004	0.000103272
1	0.000104747
0.999997	9.88548e-05
0.999981	9.49059e-05
0.999959	9.26123e-05
0.999905	0.000103408
0.999925	0.000100527
0.999927	9.60854e-05
0.999939	9.27344e-05
0.999951	8.97457e-05
0.999934	8.78301e-05
0.999927	8.47792e-05
0.999911	8.32811e-05
0.999914	8.04203e-05
0.999905	7.82695e-05
0.999923	7.78883e-05
0.999905	7.76268e-05
0.99992	7.6687e-05
0.99992	7.43978e-05
0.999924	7.23466e-05
0.999939	7.20218e-05
0.999947	7.04399e-05
0.999951	6.86928e-05
0.999965	6.83283e-05
0.999962	6.66713e-05
0.999968	6.53079e-05
0.999981	6.50007e-05
1	6.6574e-05
0.999984	6.72287e-05
0.999981	6.57573e-05
0.999994	6.55517e-05
0.99998	6.56233e-05
0.999986	6.44842e-05
1	6.47191e-05
1	6.34117e-05
0.999991	6.27197e-05
0.999974	6.39654e-05
0.999979	6.29891e-05
0.999978	6.18211e-05
0.999976	6.07181e-05
0.999971	5.98901e-05
0.999977	5.91868e-05
0.999984	5.8591e-05
0.999983	5.75979e-05
0.999975	5.71777e-05
0.999974	5.62573e-05
0.999974	5.53426e-05
0.999971	5.4505e-05
0.999977	5.39117e-05
0.999977	5.30759e-05
0.999978	5.22883e-05
0.999981	5.15936e-05
0.999986	5.10527e-05
0.999989	5.04052e-05
0.99999	4.96815e-05
0.999988	4.90117e-05
0.999983	4.85371e-05
0.999962	5.25087e-05
0.999966	5.19908e-05
0.999972	5.16549e-05
0.999968	5.11785e-05
0.99997	5.05559e-05
0.999961	5.06908e-05
0.999959	5.00708e-05
0.999969	5.0434e-05
0.999981	5.10705e-05
0.999983	5.04894e-05
0.999993	5.08736e-05
0.999996	5.03732e-05
0.999994	4.98245e-05
0.999988	4.95516e-05
0.999985	4.9074e-05
0.999986	4.8521e-05
0.999983	4.80949e-05
0.999981	4.75804e-05
0.999976	4.73411e-05
0.999981	4.70628e-05
0.99998	4.65584e-05
0.999975	4.63161e-05
0.999975	4.58322e-05
0.999974	4.53586e-05
0.999977	4.49795e-05
0.999983	4.49827e-05
0.999982	4.45319e-05
0.999981	4.40973e-05
