#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         298     -448.92    -1373.82     47.0155
         299    -449.775    -1370.73     46.9597
         300     -450.81    -1367.66     46.9032
         301    -451.827    -1364.62      46.846
         302    -452.828     -1361.6      46.788
         303    -453.909     -1358.6     46.7294
         304    -454.777    -1355.63     46.6702
         305    -455.725    -1352.68     46.6103
         306    -456.752    -1349.75     46.5499
         307    -457.566    -1346.84     46.4889
         308    -458.557    -1343.96     46.4273
         309    -458.945     -1341.1     46.3653
         310    -459.705    -1338.25     46.3029
         311    -460.642    -1335.43     46.2399
         312    -461.365    -1332.63     46.1765
         313    -462.265    -1329.85     46.1126
         314    -462.952    -1327.09     46.0483
         315    -463.718    -1324.35     45.9836
         316    -464.663    -1321.63     45.9185
         317    -465.297    -1318.93      45.853
         318    -466.012    -1316.24     45.7872
         319    -466.514    -1313.58     45.7211
         320    -467.096    -1310.93     45.6547
         321     -467.76    -1308.31      45.588
         322    -468.309     -1305.7      45.521
         323    -468.841    -1303.11     45.4537
         324    -469.163    -1300.53     45.3862
         325    -469.762    -1297.98     45.3185
         326    -469.857    -1295.44     45.2506
         327    -470.425    -1292.91     45.1825
         328     -470.88    -1290.41     45.1142
         329    -471.516    -1287.92     45.0457
         330    -471.941    -1285.45      44.977
         331    -472.351    -1282.99     44.9082
         332    -472.845    -1280.55     44.8392
         333    -473.324    -1278.13       44.77
         334    -473.692    -1275.72     44.7007
         335    -474.046    -1273.32     44.6313
         336    -474.386    -1270.95     44.5617
         337    -474.713    -1268.58     44.4921
         338    -474.929    -1266.24     44.4224
         339    -475.229     -1263.9     44.3526
         340    -475.419    -1261.58     44.2827
         341    -475.694    -1259.28     44.2128
         342    -475.567    -1256.99     44.1428
         343    -475.915    -1254.71     44.0729
         344    -476.544    -1252.45     44.0027
         345    -476.771     -1250.2     43.9326
         346     -477.18    -1247.97     43.8624
         347    -477.384    -1245.74     43.7922
         348    -477.576    -1243.54     43.7219
         349    -477.756    -1241.34     43.6517
         350    -477.926    -1239.16     43.5814
         351    -477.987    -1236.99     43.5112
         352    -478.038    -1234.84      43.441
         353     -478.37    -1232.69     43.3707
         354    -478.595    -1230.56     43.3005
         355    -478.517    -1228.45     43.2303
         356    -478.624    -1226.34     43.1602
         357    -478.527    -1224.24     43.0901
         358    -478.908    -1222.16       43.02
         359    -478.987    -1220.09     42.9499
         360    -478.863    -1218.03     42.8799
         361    -478.926    -1215.99       42.81
         362    -478.883    -1213.95     42.7401
         363    -479.028    -1211.93     42.6703
         364    -479.067    -1209.91     42.6006
         365      -479.1    -1207.91     42.5309
         366    -479.126    -1205.92     42.4613
         367    -479.244    -1203.94     42.3917
         368    -479.161    -1201.97     42.3222
         369    -479.072    -1200.01     42.2529
         370    -479.174    -1198.06     42.1835
         371    -479.174    -1196.12     42.1143
         372     -479.17     -1194.2     42.0452
         373    -479.163    -1192.28     41.9761
         374    -479.055    -1190.37     41.9072
         375    -479.043    -1188.48     41.8384
         376    -478.932    -1186.59     41.7696
         377    -479.014    -1184.71      41.701
         378    -478.999    -1182.84     41.6324
         379    -478.983    -1180.99      41.564
         380    -478.968    -1179.14     41.4956
         381    -478.954     -1177.3     41.4274
         382    -478.843    -1175.47     41.3593
         383    -478.833    -1173.66     41.2913
         384    -478.922    -1171.85     41.2234
         385    -478.918    -1170.05     41.1556
         386    -479.014    -1168.26     41.0879
         387    -479.017    -1166.47     41.0203
         388    -479.024     -1164.7     40.9528
         389    -479.036    -1162.94     40.8854
         390    -479.053    -1161.19     40.8182
         391    -478.977    -1159.44     40.7511
         392    -479.005    -1157.71     40.6841
         393    -479.039    -1155.98     40.6172
         394    -479.177    -1154.26     40.5504
         395    -479.223    -1152.55     40.4837
         396    -479.275    -1150.85     40.4172
         397    -479.334    -1149.16     40.3507
         398    -479.399    -1147.48     40.2844
