#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         123     -3.3324    -3.34947  0.00108356
         124    -3.33221    -3.34933  0.00108372
         125    -3.33233    -3.34919  0.00108355
         126     -3.3326    -3.34906  0.00108291
         127    -3.33274    -3.34893  0.00108198
         128    -3.33304    -3.34881  0.00108063
         129    -3.33273    -3.34868  0.00107942
         130     -3.3332    -3.34856  0.00107767
         131    -3.33336    -3.34845  0.00107567
         132    -3.33339    -3.34833  0.00107355
         133    -3.33312    -3.34822  0.00107155
         134    -3.33301     -3.3481  0.00106954
         135    -3.33321    -3.34799   0.0010673
         136    -3.33342    -3.34789  0.00106481
         137    -3.33364    -3.34778  0.00106211
         138    -3.33356    -3.34768   0.0010594
         139    -3.33394    -3.34758  0.00105638
         140    -3.33388    -3.34748  0.00105336
         141    -3.33412    -3.34739  0.00105014
         142    -3.33438     -3.3473  0.00104674
         143    -3.33464    -3.34721  0.00104316
         144     -3.3349    -3.34712  0.00103941
         145    -3.33487    -3.34704  0.00103567
         146    -3.33485    -3.34695  0.00103193
         147    -3.33484    -3.34687   0.0010282
         148    -3.33483    -3.34679  0.00102446
         149    -3.33498    -3.34671  0.00102065
         150    -3.33559    -3.34664  0.00101654
         151     -3.3359    -3.34657  0.00101229
         152    -3.33637     -3.3465  0.00100785
         153    -3.33655    -3.34643  0.00100336
         154    -3.33718    -3.34637 0.000998643
         155    -3.33737    -3.34632  0.00099389
         156    -3.33741    -3.34626 0.000989158
         157    -3.33791    -3.34621 0.000984287
         158    -3.33827    -3.34616 0.000979339
         159    -3.33848    -3.34611 0.000974369
         160    -3.33869    -3.34606 0.000969381
         161    -3.33907    -3.34602 0.000964333
         162     -3.3393    -3.34598 0.000959272
         163    -3.33983    -3.34594 0.000954128
         164    -3.34007     -3.3459  0.00094898
         165    -3.34047    -3.34587   0.0009438
         166    -3.34057    -3.34584 0.000938655
         167    -3.34082    -3.34581 0.000933515
         168    -3.34063    -3.34578 0.000928467
         169     -3.3409    -3.34575 0.000923422
         170    -3.34147    -3.34572 0.000918333
         171    -3.34174     -3.3457 0.000913257
         172    -3.34248    -3.34568  0.00090814
         173    -3.34291    -3.34566 0.000903031
         174    -3.34305    -3.34565 0.000897967
         175    -3.34349    -3.34564 0.000892921
         176    -3.34378    -3.34563 0.000887909
         177    -3.34408    -3.34562 0.000882936
         178    -3.34438    -3.34561 0.000878003
         179    -3.34483    -3.34561 0.000873109
         180    -3.34558    -3.34561 0.000868259
         181    -3.34619    -3.34561 0.000863468
         182     -3.3465    -3.34561 0.000858737
         183    -3.34695    -3.34562 0.000854076
         184    -3.34741    -3.34563 0.000849489
         185    -3.34786    -3.34564 0.000844983
         186    -3.34801    -3.34566 0.000840536
         187    -3.34831    -3.34567 0.000836161
         188    -3.34891    -3.34569 0.000831891
         189    -3.34921    -3.34571 0.000827697
         190     -3.3495    -3.34573 0.000823581
         191    -3.34963    -3.34575 0.000819523
         192    -3.34976    -3.34577 0.000815521
         193    -3.35019    -3.34579 0.000811617
         194    -3.35046    -3.34581  0.00080779
         195    -3.35072    -3.34584 0.000804038
         196    -3.35097    -3.34587 0.000800363
         197    -3.35107    -3.34589 0.000796736
         198    -3.35116    -3.34592 0.000793156
         199    -3.35169    -3.34595 0.000789701
         200    -3.35191    -3.34598 0.000786316
         201    -3.35228    -3.34601 0.000783028
         202    -3.35248    -3.34604 0.000779807
         203    -3.35282    -3.34607 0.000776681
         204    -3.35316    -3.34611  0.00077365
         205    -3.35318    -3.34614 0.000770644
         206    -3.35334    -3.34618 0.000767695
         207    -3.35364    -3.34621 0.000764833
         208    -3.35393    -3.34625 0.000762056
         209    -3.35391    -3.34629 0.000759291
         210    -3.35388    -3.34632 0.000756535
         211    -3.35414    -3.34636 0.000753856
         212    -3.35424     -3.3464 0.000751216
         213    -3.35463    -3.34644 0.000748682
         214     -3.3544    -3.34647 0.000746108
         215    -3.35462    -3.34651   0.0007436
         216    -3.35468    -3.34655 0.000741118
         217    -3.35488    -3.34659 0.000738696
         218    -3.35492    -3.34663 0.000736296
         219     -3.3551    -3.34667  0.00073395
         220    -3.35543    -3.34671 0.000731693
         221    -3.35574    -3.34675 0.000729524
         222    -3.35575    -3.34679 0.000727364
         223    -3.35575    -3.34683 0.000725213
         224     -3.3559    -3.34687 0.000723105
         225    -3.35588    -3.34691    0.000721
         226    -3.35602    -3.34695 0.000718936
         227    -3.35599    -3.34699 0.000716872
         228    -3.35597    -3.34703 0.000714809
         229    -3.35593    -3.34707 0.000712745
         230    -3.35575     -3.3471 0.000710645
         231    -3.35556    -3.34714 0.000708509
         232    -3.35551    -3.34718 0.000706374
         233    -3.35577    -3.34721 0.000704304
         234    -3.35572    -3.34725 0.000702232
         235    -3.35597    -3.34729 0.000700224
         236    -3.35577    -3.34732 0.000698179
         237    -3.35617    -3.34736 0.000696231
         238    -3.35612     -3.3474 0.000694277
         239    -3.35591    -3.34743 0.000692286
         240    -3.35571    -3.34747 0.000690259
         241    -3.35565     -3.3475  0.00068823
         242    -3.35575    -3.34754  0.00068623
         243    -3.35539    -3.34757 0.000684167
         244    -3.35534     -3.3476 0.000682104
         245    -3.35544    -3.34763  0.00068007
         246    -3.35508    -3.34766  0.00067798
         247    -3.35549    -3.34769 0.000675975
         248    -3.35559    -3.34773    0.000674
         249     -3.3557    -3.34776 0.000672053
         250     -3.3558    -3.34779 0.000670135
         251    -3.35591    -3.34782 0.000668245
         252    -3.35602    -3.34785 0.000666385
         253    -3.35613    -3.34789 0.000664553
         254    -3.35579    -3.34792 0.000662665
         255    -3.35545    -3.34795 0.000660725
         256    -3.35572    -3.34798 0.000658841
         257    -3.35569    -3.34801 0.000656961
         258    -3.35536    -3.34804 0.000655032
         259    -3.35503    -3.34806 0.000653059
         260    -3.35531    -3.34809 0.000651141
         261    -3.35528    -3.34812 0.000649229
         262    -3.35526    -3.34815 0.000647323
         263    -3.35554    -3.34817 0.000645472
         264    -3.35583     -3.3482 0.000643678
         265    -3.35566    -3.34823 0.000641864
         266     -3.3555    -3.34826 0.000640032
         267    -3.35533    -3.34829 0.000638183
         268    -3.35547    -3.34831 0.000636364
         269    -3.35531    -3.34834  0.00063453
         270    -3.35515    -3.34836 0.000632681
         271    -3.35499    -3.34839 0.000630819
         272    -3.35453    -3.34841 0.000628904
         273    -3.35467    -3.34843 0.000627018
         274    -3.35512    -3.34846 0.000625204
         275    -3.35481    -3.34848 0.000623358
         276    -3.35466     -3.3485 0.000621501
         277    -3.35435    -3.34852 0.000619615
         278    -3.35449    -3.34855 0.000617758
         279    -3.35464    -3.34857  0.00061593
         280    -3.35479    -3.34859  0.00061413
         281    -3.35478    -3.34861  0.00061234
         282    -3.35477    -3.34863 0.000610558
         283    -3.35477    -3.34866 0.000608785
         284    -3.35476    -3.34868 0.000607021
         285    -3.35476     -3.3487 0.000605266
         286    -3.35505    -3.34872 0.000603557
         287    -3.35504    -3.34874 0.000601856
         288    -3.35473    -3.34876 0.000600126
         289    -3.35473    -3.34878 0.000598404
         290    -3.35457     -3.3488 0.000596672
         291    -3.35456    -3.34882 0.000594949
         292     -3.3544    -3.34884 0.000593218
         293    -3.35469    -3.34886 0.000591528
         294    -3.35483    -3.34888 0.000589864
         295    -3.35451     -3.3489 0.000588173
         296     -3.3542    -3.34892 0.000586458
         297    -3.35434    -3.34894 0.000584768
         298    -3.35448    -3.34896 0.000583101
         299    -3.35431    -3.34897 0.000581426
         300     -3.3546    -3.34899  0.00057979
         301    -3.35459    -3.34901 0.000578162
         302    -3.35458    -3.34903 0.000576542
         303    -3.35457    -3.34905 0.000574928
         304    -3.35456    -3.34907 0.000573322
         305     -3.3547    -3.34909  0.00057174
         306    -3.35454     -3.3491 0.000570148
         307    -3.35468    -3.34912  0.00056858
         308    -3.35437    -3.34914 0.000566989
         309    -3.35436    -3.34916 0.000565406
         310    -3.35451    -3.34917 0.000563846
         311    -3.35465    -3.34919 0.000562308
         312     -3.3542    -3.34921 0.000560734
         313    -3.35419    -3.34922 0.000559169
         314    -3.35435    -3.34924 0.000557626
         315     -3.3545    -3.34926 0.000556106
         316    -3.35465    -3.34927 0.000554609
         317    -3.35466    -3.34929 0.000553119
         318    -3.35451    -3.34931 0.000551624
         319    -3.35452    -3.34932 0.000550137
         320    -3.35453    -3.34934 0.000548658
         321    -3.35484    -3.34936 0.000547217
         322    -3.35516    -3.34937 0.000545814
         323    -3.35548    -3.34939 0.000544451
         324    -3.35579    -3.34941 0.000543129
         325    -3.35581    -3.34943 0.000541815
         326    -3.35583    -3.34945 0.000540508
         327      -3.356    -3.34947 0.000539226
         328    -3.35632    -3.34949 0.000537986
         329    -3.35634    -3.34951 0.000536753
         330    -3.35651    -3.34953 0.000535545
         331    -3.35638    -3.34956 0.000534326
         332    -3.35625    -3.34958 0.000533096
         333    -3.35657     -3.3496 0.000531909
         334    -3.35643    -3.34962  0.00053071
         335     -3.3569    -3.34964 0.000529571
         336    -3.35707    -3.34966 0.000528457
         337    -3.35708    -3.34968 0.000527348
         338     -3.3571     -3.3497 0.000526244
         339    -3.35741    -3.34973 0.000525182
         340    -3.35696    -3.34975 0.000524068
         341    -3.35667    -3.34977 0.000522924
         342    -3.35667    -3.34979 0.000521784
         343    -3.35682    -3.34981 0.000520666
         344    -3.35697    -3.34983 0.000519568
         345    -3.35681    -3.34985 0.000518456
         346    -3.35695    -3.34987 0.000517364
         347    -3.35679    -3.34989 0.000516257
         348    -3.35647    -3.34991  0.00051512
         349     -3.3563    -3.34993  0.00051397
         350    -3.35613    -3.34995 0.000512807
         351    -3.35641    -3.34996 0.000511676
         352    -3.35653    -3.34998 0.000510563
         353     -3.3565       -3.35  0.00050945
         354    -3.35646    -3.35002 0.000508337
         355    -3.35627    -3.35004 0.000507211
         356    -3.35654    -3.35006 0.000506114
         357    -3.35619    -3.35007 0.000504988
         358    -3.35629    -3.35009 0.000503877
         359    -3.35579    -3.35011 0.000502723
         360    -3.35559    -3.35012 0.000501558
         361    -3.35554    -3.35014 0.000500393
         362    -3.35534    -3.35015 0.000499217
         363    -3.35558    -3.35017 0.000498066
         364    -3.35538    -3.35018 0.000496904
         365    -3.35517    -3.35019  0.00049573
         366    -3.35511    -3.35021 0.000494558
         367     -3.3546    -3.35022 0.000493355
         368     -3.3547    -3.35023 0.000492165
         369    -3.35434    -3.35024 0.000490957
         370    -3.35428    -3.35025 0.000489751
         371    -3.35453    -3.35026 0.000488566
         372    -3.35447    -3.35028 0.000487384
         373    -3.35412    -3.35029 0.000486186
         374    -3.35406     -3.3503 0.000484991
         375    -3.35356    -3.35031 0.000483775
         376    -3.35381    -3.35031 0.000482579
         377    -3.35362    -3.35032 0.000481378
         378    -3.35327    -3.35033 0.000480168
         379    -3.35338    -3.35034 0.000478968
         380    -3.35304    -3.35035  0.00047776
         381      -3.353    -3.35035 0.000476557
         382    -3.35266    -3.35036 0.000475348
         383    -3.35278    -3.35037 0.000474149
         384    -3.35275    -3.35037 0.000472955
         385    -3.35288    -3.35038 0.000471771
         386    -3.35225    -3.35038 0.000470573
         387    -3.35178    -3.35039 0.000469371
         388    -3.35176    -3.35039 0.000468175
         389     -3.3519    -3.35039 0.000466987
         390    -3.35158     -3.3504   0.0004658
         391    -3.35158     -3.3504 0.000464618
         392    -3.35157     -3.3504 0.000463443
         393    -3.35157    -3.35041 0.000462273
         394    -3.35157    -3.35041 0.000461109
         395    -3.35157    -3.35041 0.000459951
         396    -3.35158    -3.35041 0.000458799
         397    -3.35174    -3.35042 0.000457655
         398    -3.35175    -3.35042 0.000456518
         399    -3.35191    -3.35043 0.000455389
         400    -3.35223    -3.35043 0.000454273
         401     -3.3521    -3.35043 0.000453159
         402    -3.35196    -3.35044 0.000452047
         403    -3.35199    -3.35044 0.000450942
         404    -3.35186    -3.35045  0.00044984
         405    -3.35204    -3.35045 0.000448746
         406    -3.35192    -3.35045 0.000447655
         407     -3.3521    -3.35046 0.000446574
         408    -3.35183    -3.35046 0.000445492
         409    -3.35186    -3.35046 0.000444416
         410    -3.35159    -3.35047  0.00044334
         411    -3.35178    -3.35047 0.000442273
         412    -3.35182    -3.35047 0.000441212
         413    -3.35186    -3.35048 0.000440156
         414     -3.3519    -3.35048 0.000439107
         415    -3.35194    -3.35048 0.000438063
         416    -3.35153    -3.35049 0.000437017
         417    -3.35142    -3.35049 0.000435975
         418    -3.35132    -3.35049 0.000434936
         419    -3.35122    -3.35049 0.000433902
         420    -3.35126    -3.35049 0.000432872
         421    -3.35131     -3.3505 0.000431849
         422    -3.35136     -3.3505  0.00043083
         423    -3.35141     -3.3505 0.000429817
         424    -3.35162     -3.3505 0.000428811
         425    -3.35167    -3.35051 0.000427811
         426    -3.35173    -3.35051 0.000426817
         427    -3.35163    -3.35051 0.000425825
         428    -3.35169    -3.35051 0.000424839
         429     -3.3519    -3.35052 0.000423861
         430    -3.35212    -3.35052 0.000422892
         431    -3.35233    -3.35052 0.000421932
         432    -3.35255    -3.35053 0.000420981
         433    -3.35276    -3.35053  0.00042004
         434    -3.35268    -3.35054 0.000419102
         435     -3.3526    -3.35054 0.000418165
         436    -3.35221    -3.35055 0.000417223
         437    -3.35214    -3.35055 0.000416284
         438    -3.35221    -3.35056 0.000415351
         439    -3.35183    -3.35056 0.000414415
         440    -3.35206    -3.35056 0.000413487
         441    -3.35199    -3.35056 0.000412562
         442    -3.35206    -3.35057 0.000411643
         443    -3.35214    -3.35057 0.000410729
         444    -3.35222    -3.35058 0.000409821
         445    -3.35215    -3.35058 0.000408915
         446    -3.35223    -3.35058 0.000408015
         447    -3.35216    -3.35059 0.000407117
         448    -3.35269    -3.35059 0.000406236
         449    -3.35262     -3.3506 0.000405356
         450    -3.35285     -3.3506 0.000404487
         451    -3.35293    -3.35061 0.000403623
         452    -3.35316    -3.35061 0.000402769
         453    -3.35324    -3.35062 0.000401922
         454    -3.35331    -3.35062  0.00040108
         455    -3.35338    -3.35063 0.000400245
         456    -3.35345    -3.35064 0.000399415
         457    -3.35337    -3.35064 0.000398586
         458    -3.35343    -3.35065 0.000397762
         459    -3.35319    -3.35065 0.000396934
         460    -3.35325    -3.35066 0.000396111
         461      -3.353    -3.35066 0.000395285
         462    -3.35336    -3.35067 0.000394472
         463     -3.3528    -3.35067 0.000393647
         464    -3.35299    -3.35068  0.00039283
         465    -3.35318    -3.35068 0.000392022
         466    -3.35397    -3.35069 0.000391245
         467      -3.354     -3.3507 0.000390471
         468    -3.35417    -3.35071 0.000389707
         469    -3.35419    -3.35071 0.000388947
         470    -3.35405    -3.35072 0.000388184
         471    -3.35421    -3.35073 0.000387431
         472    -3.35406    -3.35073 0.000386675
         473    -3.35406    -3.35074 0.000385921
         474    -3.35421    -3.35075 0.000385176
         475     -3.3542    -3.35076 0.000384434
         476    -3.35418    -3.35076 0.000383693
         477    -3.35431    -3.35077 0.000382961
         478    -3.35444    -3.35078 0.000382237
         479    -3.35456    -3.35079  0.00038152
         480    -3.35437    -3.35079 0.000380798
         481    -3.35388     -3.3508 0.000380061
         482    -3.35429    -3.35081 0.000379341
         483     -3.3544    -3.35082 0.000378629
         484    -3.35435    -3.35082 0.000377917
         485     -3.3546    -3.35083 0.000377218
         486      -3.355    -3.35084  0.00037654
         487     -3.3551    -3.35085 0.000375868
         488    -3.35504    -3.35086 0.000375196
         489    -3.35482    -3.35086 0.000374516
         490    -3.35491    -3.35087 0.000373843
         491    -3.35515    -3.35088 0.000373183
         492    -3.35493    -3.35089 0.000372515
         493    -3.35471     -3.3509  0.00037184
         494    -3.35479    -3.35091 0.000371171
         495    -3.35457    -3.35091 0.000370495
         496    -3.35435    -3.35092 0.000369813
         497    -3.35428    -3.35093 0.000369131
         498    -3.35406    -3.35093 0.000368444
         499    -3.35384    -3.35094 0.000367752
         500    -3.35362    -3.35094 0.000367055
         501     -3.3537    -3.35095 0.000366364
         502    -3.35348    -3.35095 0.000365669
         503    -3.35357    -3.35096 0.000364979
         504    -3.35365    -3.35097 0.000364294
         505    -3.35358    -3.35097 0.000363609
         506    -3.35337    -3.35097 0.000362921
         507    -3.35361    -3.35098 0.000362243
         508    -3.35355    -3.35099 0.000361565
         509    -3.35349    -3.35099 0.000360888
         510    -3.35358      -3.351 0.000360216
         511    -3.35367      -3.351 0.000359549
         512    -3.35361    -3.35101 0.000358883
         513    -3.35356    -3.35101 0.000358218
         514    -3.35351    -3.35102 0.000357554
         515    -3.35361    -3.35102 0.000356895
         516    -3.35371    -3.35103 0.000356241
         517    -3.35366    -3.35103 0.000355589
         518    -3.35346    -3.35104 0.000354933
         519    -3.35357    -3.35104 0.000354283
         520    -3.35338    -3.35104  0.00035363
         521    -3.35318    -3.35105 0.000352975
         522    -3.35269    -3.35105 0.000352313
         523    -3.35265    -3.35106 0.000351653
         524    -3.35277    -3.35106 0.000350997
         525    -3.35273    -3.35106 0.000350343
         526    -3.35255    -3.35106 0.000349688
         527    -3.35237    -3.35107 0.000349033
         528    -3.35234    -3.35107 0.000348381
         529    -3.35231    -3.35107  0.00034773
         530    -3.35198    -3.35107 0.000347078
         531    -3.35195    -3.35107 0.000346428
         532    -3.35208    -3.35108 0.000345782
         533    -3.35191    -3.35108 0.000345137
         534    -3.35173    -3.35108 0.000344493
         535    -3.35171    -3.35108 0.000343851
         536    -3.35184    -3.35108 0.000343213
         537    -3.35182    -3.35108 0.000342576
         538    -3.35196    -3.35109 0.000341943
         539    -3.35179    -3.35109 0.000341311
         540    -3.35162    -3.35109 0.000340681
         541    -3.35161    -3.35109 0.000340053
         542    -3.35159    -3.35109 0.000339426
         543    -3.35158    -3.35109 0.000338803
         544    -3.35157    -3.35109 0.000338181
         545     -3.3514    -3.35109 0.000337561
         546    -3.35139    -3.35109 0.000336943
         547    -3.35153    -3.35109 0.000336328
         548    -3.35152    -3.35109 0.000335715
         549    -3.35106    -3.35109 0.000335104
         550    -3.35059    -3.35109 0.000334496
         551    -3.35043    -3.35109 0.000333891
         552    -3.35072    -3.35109 0.000333286
         553    -3.35056    -3.35109 0.000332685
         554     -3.3507    -3.35109 0.000332085
         555    -3.35069    -3.35109 0.000331488
         556    -3.35098    -3.35109 0.000330892
         557    -3.35067    -3.35109 0.000330298
         558    -3.35066    -3.35109 0.000329707
         559    -3.35095    -3.35109 0.000329118
         560    -3.35124    -3.35109  0.00032853
         561    -3.35138    -3.35109 0.000327945
         562    -3.35152    -3.35109 0.000327362
         563    -3.35136    -3.35109 0.000326781
         564     -3.3515    -3.35109 0.000326203
         565    -3.35118    -3.35109 0.000325625
         566    -3.35087    -3.35109  0.00032505
         567    -3.35085    -3.35109 0.000324477
         568    -3.35068    -3.35109 0.000323907
         569    -3.35067    -3.35109 0.000323338
         570     -3.3508    -3.35109 0.000322771
         571    -3.35079    -3.35109 0.000322207
         572    -3.35062    -3.35109 0.000321644
         573     -3.3506    -3.35108 0.000321084
         574    -3.35043    -3.35108 0.000320527
         575    -3.35056    -3.35108 0.000319971
         576    -3.35054    -3.35108 0.000319416
         577    -3.35037    -3.35108 0.000318865
         578     -3.3502    -3.35108 0.000318317
         579    -3.35017    -3.35108 0.000317771
         580       -3.35    -3.35108 0.000317229
         581    -3.34982    -3.35107  0.00031669
         582    -3.34995    -3.35107 0.000316152
         583    -3.35008    -3.35107 0.000315614
         584    -3.35005    -3.35107 0.000315079
         585    -3.35018    -3.35107 0.000314544
         586       -3.35    -3.35106 0.000314012
         587    -3.34982    -3.35106 0.000313484
         588    -3.34994    -3.35106 0.000312957
         589    -3.34991    -3.35106 0.000312432
         590    -3.34973    -3.35106  0.00031191
         591     -3.3497    -3.35105 0.000311391
         592    -3.34922    -3.35105  0.00031088
         593    -3.34934    -3.35105  0.00031037
         594    -3.34916    -3.35105 0.000309863
         595    -3.34928    -3.35104 0.000309357
         596     -3.3491    -3.35104 0.000308855
         597    -3.34892    -3.35104 0.000308358
         598    -3.34889    -3.35103 0.000307863
         599    -3.34901    -3.35103 0.000307367
         600    -3.34883    -3.35102 0.000306877
         601    -3.34941    -3.35102 0.000306378
         602    -3.34893    -3.35102 0.000305889
         603     -3.3489    -3.35101 0.000305402
         604    -3.34857    -3.35101 0.000304923
         605    -3.34855    -3.35101 0.000304446
         606    -3.34837      -3.351 0.000303975
         607    -3.34865      -3.351 0.000303498
         608    -3.34863    -3.35099 0.000303024
         609    -3.34846    -3.35099 0.000302555
         610    -3.34844    -3.35099 0.000302088
         611    -3.34827    -3.35098 0.000301626
         612    -3.34825    -3.35098 0.000301167
         613    -3.34823    -3.35097 0.000300709
         614    -3.34807    -3.35097 0.000300256
         615    -3.34805    -3.35096 0.000299805
         616    -3.34804    -3.35096 0.000299356
         617    -3.34788    -3.35095 0.000298913
         618    -3.34757    -3.35095 0.000298479
         619    -3.34725    -3.35094 0.000298057
         620     -3.3471    -3.35094  0.00029764
         621    -3.34694    -3.35093 0.000297231
         622    -3.34693    -3.35092 0.000296822
         623    -3.34708    -3.35092  0.00029641
         624    -3.34707    -3.35091 0.000295999
         625    -3.34707     -3.3509 0.000295589
         626    -3.34707     -3.3509 0.000295181
         627    -3.34692    -3.35089 0.000294778
         628    -3.34676    -3.35089 0.000294382
         629    -3.34706    -3.35088 0.000293977
         630    -3.34706    -3.35087 0.000293573
         631    -3.34706    -3.35087 0.000293169
         632    -3.34706    -3.35086 0.000292767
         633    -3.34722    -3.35086 0.000292361
         634    -3.34707    -3.35085 0.000291961
         635    -3.34692    -3.35084 0.000291567
         636    -3.34707    -3.35084 0.000291169
         637    -3.34707    -3.35083 0.000290772
         638    -3.34737    -3.35083 0.000290367
         639    -3.34737    -3.35082 0.000289963
         640    -3.34722    -3.35082 0.000289565
         641    -3.34722    -3.35081 0.000289168
         642    -3.34706     -3.3508 0.000288776
         643    -3.34676     -3.3508 0.000288395
         644    -3.34676    -3.35079 0.000288016
         645    -3.34676    -3.35079 0.000287637
         646    -3.34675    -3.35078  0.00028726
         647     -3.3466    -3.35077 0.000286889
         648    -3.34659    -3.35077 0.000286518
         649    -3.34659    -3.35076 0.000286149
         650    -3.34689    -3.35075 0.000285771
         651    -3.34673    -3.35075 0.000285399
         652    -3.34703    -3.35074 0.000285018
         653    -3.34642    -3.35073 0.000284658
         654    -3.34672    -3.35073 0.000284289
         655    -3.34656    -3.35072 0.000283927
         656    -3.34686    -3.35072 0.000283555
         657      -3.347    -3.35071  0.00028318
         658    -3.34715    -3.35071 0.000282801
         659    -3.34715     -3.3507 0.000282423
         660    -3.34745     -3.3507 0.000282038
         661    -3.34745    -3.35069 0.000281654
         662    -3.34714    -3.35068  0.00028128
