#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         386    0.565042    0.734648   0.0114654
         387    0.565073     0.73421   0.0114441
         388    0.565104    0.733774   0.0114229
         389    0.565137     0.73334   0.0114018
         390    0.565172    0.732909   0.0113807
         391    0.565208     0.73248   0.0113597
         392    0.565247    0.732054   0.0113387
         393    0.565287    0.731629   0.0113178
         394     0.56533    0.731207   0.0112969
         395    0.565375    0.730787   0.0112761
         396    0.565423     0.73037   0.0112554
         397    0.565473    0.729954   0.0112347
         398    0.565525    0.729541   0.0112141
         399    0.565581     0.72913   0.0111935
         400    0.565638    0.728722    0.011173
         401    0.565698    0.728315   0.0111525
         402    0.565761    0.727911   0.0111321
         403    0.565825    0.727509   0.0111117
         404    0.565892    0.727108   0.0110914
         405    0.565961    0.726711   0.0110712
         406    0.566032    0.726315    0.011051
         407    0.566105    0.725921   0.0110308
         408    0.566179     0.72553   0.0110107
         409    0.566254     0.72514   0.0109907
         410    0.566331    0.724753   0.0109707
         411    0.566408    0.724368   0.0109508
         412    0.566486    0.723984   0.0109309
         413    0.566564    0.723603   0.0109111
         414    0.566642    0.723224   0.0108913
         415     0.56672    0.722847   0.0108716
         416    0.566798    0.722472   0.0108519
         417    0.566873    0.722099   0.0108323
         418    0.566947    0.721728   0.0108128
         419    0.567019    0.721358   0.0107933
         420    0.567088    0.720991   0.0107738
         421    0.567154    0.720626   0.0107544
         422    0.567218    0.720262   0.0107351
         423    0.567277      0.7199   0.0107158
         424    0.567332    0.719541   0.0106965
         425    0.567382    0.719183   0.0106774
         426    0.567428    0.718826   0.0106582
         427    0.567468    0.718472   0.0106392
         428    0.567502    0.718119   0.0106202
         429    0.567531    0.717768   0.0106012
         430    0.567553    0.717419   0.0105823
         431    0.567569    0.717071   0.0105635
         432    0.567577    0.716725   0.0105447
         433    0.567578    0.716381    0.010526
         434    0.567572    0.716038   0.0105073
         435    0.567557    0.715696   0.0104887
         436    0.567535    0.715357   0.0104701
         437    0.567504    0.715018   0.0104516
         438    0.567465    0.714681   0.0104332
         439    0.567417    0.714346   0.0104148
         440     0.56736    0.714012   0.0103965
         441    0.567294    0.713679   0.0103782
         442    0.567218    0.713348   0.0103601
         443    0.567134    0.713018   0.0103419
         444     0.56704    0.712689   0.0103239
         445    0.566937    0.712361   0.0103059
         446    0.566825    0.712035   0.0102879
         447    0.566703     0.71171     0.01027
         448    0.566572    0.711386   0.0102522
         449    0.566433    0.711063   0.0102345
         450    0.566284    0.710741   0.0102168
         451    0.566127    0.710421   0.0101992
         452    0.565962    0.710101   0.0101816
         453    0.565788    0.709783   0.0101641
         454    0.565606    0.709465   0.0101467
         455    0.565415    0.709148   0.0101293
         456    0.565218    0.708833    0.010112
         457    0.565012    0.708518   0.0100948
         458      0.5648    0.708204   0.0100776
         459    0.564581    0.707891   0.0100605
         460    0.564355    0.707579   0.0100435
         461    0.564123    0.707268   0.0100265
         462    0.563886    0.706958   0.0100096
         463    0.563644    0.706648  0.00999279
         464    0.563397     0.70634  0.00997602
         465    0.563145    0.706032  0.00995932
         466     0.56289    0.705724  0.00994268
         467    0.562631    0.705418  0.00992611
         468     0.56237    0.705112  0.00990961
         469    0.562106    0.704807  0.00989317
         470     0.56184    0.704503  0.00987679
         471    0.561573      0.7042  0.00986048
         472    0.561305    0.703897  0.00984424
         473    0.561036    0.703595  0.00982806
         474    0.560767    0.703294  0.00981194
         475    0.560499    0.702993  0.00979589
         476    0.560231    0.702693   0.0097799
         477    0.559966    0.702394  0.00976397
         478    0.559702    0.702095  0.00974811
         479    0.559442    0.701798  0.00973231
         480    0.559184    0.701501  0.00971657
         481     0.55893    0.701204  0.00970089
         482    0.558681    0.700908  0.00968526
         483    0.558437    0.700613   0.0096697
         484    0.558198    0.700319   0.0096542
         485    0.557967    0.700026  0.00963875
         486    0.557742    0.699733  0.00962337
         487    0.557525    0.699441  0.00960804
         488    0.557315     0.69915  0.00959276
         489    0.557115    0.698859  0.00957754
         490    0.556923     0.69857  0.00956237
         491     0.55674    0.698281  0.00954726
         492    0.556567    0.697993   0.0095322
         493    0.556405    0.697705  0.00951719
         494    0.556253    0.697419  0.00950223
         495    0.556114    0.697134  0.00948732
         496    0.555986    0.696849  0.00947246
         497     0.55587    0.696565  0.00945765
         498    0.555768    0.696283  0.00944288
         499    0.555679    0.696001  0.00942816
         500    0.555605     0.69572  0.00941348
         501    0.555545     0.69544  0.00939885
         502      0.5555    0.695162  0.00938426
         503     0.55547    0.694884  0.00936971
         504    0.555456    0.694607  0.00935521
         505    0.555459    0.694332  0.00934074
         506    0.555478    0.694057  0.00932631
         507    0.555515    0.693784  0.00931192
         508    0.555569    0.693512  0.00929756
         509    0.555642    0.693241  0.00928324
         510    0.555733    0.692971  0.00926895
         511    0.555843    0.692703  0.00925469
         512    0.555971    0.692436  0.00924047
         513    0.556119     0.69217  0.00922628
         514    0.556285    0.691906  0.00921212
         515    0.556472    0.691643  0.00919798
         516    0.556678    0.691381  0.00918387
         517    0.556905    0.691121  0.00916979
         518    0.557151    0.690863  0.00915574
         519    0.557418    0.690606   0.0091417
         520    0.557706     0.69035   0.0091277
         521    0.558015    0.690096  0.00911371
         522    0.558344    0.689844  0.00909975
         523    0.558693    0.689593   0.0090858
         524    0.559063    0.689344  0.00907188
         525    0.559454    0.689096  0.00905797
         526    0.559865    0.688851  0.00904408
         527    0.560296    0.688607  0.00903021
         528    0.560748    0.688365  0.00901635
         529     0.56122    0.688124  0.00900251
         530    0.561712    0.687886  0.00898868
         531    0.562224    0.687649  0.00897487
         532    0.562754    0.687414  0.00896107
         533    0.563304    0.687181  0.00894728
         534    0.563871     0.68695  0.00893351
         535    0.564457    0.686722  0.00891974
         536     0.56506    0.686495  0.00890599
         537    0.565681     0.68627  0.00889224
         538    0.566318    0.686047  0.00887851
         539    0.566972    0.685826  0.00886479
         540    0.567641    0.685607  0.00885107
         541    0.568324     0.68539  0.00883737
         542    0.569022    0.685175  0.00882367
         543    0.569734    0.684963  0.00880998
         544    0.570458    0.684752   0.0087963
         545    0.571195    0.684544  0.00878263
         546    0.571943    0.684338  0.00876896
         547    0.572702    0.684134  0.00875531
         548    0.573471    0.683932  0.00874166
         549    0.574249    0.683732  0.00872802
