#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         689     1624.66      1715.8     12.0458
         690     1622.98     1715.67     12.0291
         691     1622.16     1715.53     12.0125
         692     1620.73     1715.39     11.9959
         693     1619.54     1715.26     11.9794
         694     1618.38     1715.12     11.9629
         695     1617.45     1714.98     11.9465
         696     1616.13     1714.83     11.9302
         697     1615.47     1714.69      11.914
         698     1614.43     1714.55     11.8977
         699     1613.41      1714.4     11.8816
         700     1612.22     1714.26     11.8655
         701     1611.48     1714.11     11.8495
         702     1610.14     1713.96     11.8336
         703     1609.47     1713.81     11.8177
         704     1608.62     1713.66     11.8018
         705     1608.02     1713.51      11.786
         706     1607.04     1713.36     11.7703
         707     1605.47     1713.21     11.7546
         708     1604.36     1713.06      11.739
         709     1603.49      1712.9     11.7235
         710     1603.08     1712.75      11.708
         711      1602.7     1712.59     11.6926
         712     1602.37     1712.44     11.6772
         713     1601.66     1712.28     11.6618
         714     1600.99     1712.13     11.6465
         715     1600.36     1711.97     11.6313
         716     1599.77     1711.81     11.6161
         717     1599.01     1711.66      11.601
         718     1598.29      1711.5     11.5859
         719     1598.24     1711.34     11.5708
         720     1598.02     1711.18     11.5558
         721     1598.05     1711.03     11.5409
         722     1598.12     1710.87      11.526
         723     1598.02     1710.71     11.5111
         724     1598.37     1710.56     11.4962
         725     1598.14      1710.4     11.4814
         726     1598.16     1710.25     11.4666
         727     1598.42      1710.1     11.4519
         728     1598.31     1709.94     11.4372
         729     1598.65     1709.79     11.4225
         730     1599.23     1709.64     11.4079
         731     1599.44     1709.49     11.3933
         732     1599.68     1709.34     11.3787
         733     1599.75     1709.19     11.3641
         734     1600.06     1709.04     11.3496
         735     1600.61     1708.89     11.3352
         736     1600.57     1708.74     11.3207
         737     1600.97      1708.6     11.3063
         738     1601.83     1708.45     11.2919
         739     1601.88     1708.31     11.2775
         740     1602.58     1708.17     11.2632
         741     1602.69     1708.02     11.2489
         742     1603.45     1707.88     11.2346
         743     1604.03     1707.74     11.2204
         744     1604.63     1707.61     11.2061
         745     1605.04     1707.47      11.192
         746      1605.9     1707.33     11.1778
         747     1607.19      1707.2     11.1636
         748     1607.66     1707.06     11.1495
         749     1608.16     1706.93     11.1354
         750     1608.46      1706.8     11.1213
         751     1609.19     1706.67     11.1073
         752     1609.73     1706.54     11.0932
         753     1611.12     1706.42     11.0792
         754     1611.47     1706.29     11.0653
         755     1612.05     1706.16     11.0513
         756     1612.84     1706.04     11.0374
         757     1613.64     1705.92     11.0235
         758     1614.23      1705.8     11.0096
         759     1614.83     1705.68     10.9957
         760     1615.23     1705.56     10.9819
         761     1616.04     1705.44     10.9681
         762     1616.86     1705.33     10.9543
         763     1617.47     1705.21     10.9406
         764     1617.86      1705.1     10.9269
         765     1618.47     1704.98     10.9132
         766     1619.06     1704.87     10.8995
         767     1619.86     1704.76     10.8858
         768     1620.45     1704.65     10.8722
         769     1621.24     1704.54     10.8586
         770     1622.23     1704.43      10.845
         771        1623     1704.33     10.8315
         772     1623.96     1704.22      10.818
         773     1625.13     1704.12     10.8045
         774     1625.86     1704.02      10.791
