# DISTANCE:     AVE_GOFR:        ERROR:
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0760548  0.123885  1.06718  2.97383  4.96676  6.57533  6.93033  4.28085  2.43237  1.54516  0.732579  0.132671  0.0190683  0  0  0  0  0  0  0.0730648  0.112556  0.167666  0.687606  1.15448  1.17548  1.09102  1.2506  1.06198  0.640676  0.337121  0.177224  0.0415346  0  0.0265508  0.0488318  0.163208  0.764221  1.44015  2.31089  3.71764  3.81843  3.38562  2.68033  1.80625  0.693603  0.25239  0.150416  0.0515672  0.127416  0.371181  0.691022  1.07293  1.38848  1.41487  1.08916  0.807064  0.556344  0.199703  0.211145  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.126758  0.102734  1.16813  3.02895  4.66095  6.89085  6.46105  4.4015  2.67071  1.52162  0.578244  0.209897  0.0362298  0  0  0  0  0  0.0292915  0.0387691  0.144302  0.162077  0.717385  1.12168  1.13731  1.07251  1.29492  1.0329  0.5774  0.449128  0.130249  0.0301126  0.0616284  0.00983362  0.0306395  0.27419  0.623372  1.56769  2.3722  3.5433  3.54645  3.53316  2.6819  1.86434  0.789916  0.241448  0.158258  0.0222993  0.162166  0.435155  0.604318  1.11631  1.33854  1.42037  1.09216  0.774242  0.525914  0.306024  0.201773  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0887306  0.217554  1.26042  3.30731  4.33405  6.90347  5.88292  4.55696  2.74422  1.58796  0.654382  0.190096  0.0762733  0.03675  0  0  0  0.0207326  0.0416248  0.0611358  0.0995685  0.326948  0.649707  1.12168  1.08515  1.01574  1.22185  1.1213  0.516383  0.429362  0.168683  0.0539949  0.0656696  0.0363844  0.0574492  0.349732  0.684255  1.76343  2.26339  3.35801  3.30487  3.44335  2.66859  1.86969  0.982542  0.306369  0.114772  0.0968626  0.183969  0.4065  0.728181  1.04359  1.21679  1.36842  1.1532  0.757831  0.554047  0.352715  0.197363  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0950685  0.416979  1.53443  3.40378  4.53177  6.25982  5.08708  4.66369  3.1897  1.44885  0.732579  0.350489  0.0247888  0.0735  0.0318939  0  0  0.0318963  0.0400831  0.0715737  0.183264  0.299004  0.642939  1.06265  1.13604  0.847887  1.14638  1.18992  0.637286  0.365672  0.150533  0.0986446  0.0929478  0.035401  0.121601  0.428071  0.905979  1.7156  2.5026  2.84003  3.16354  3.27255  2.62005  1.88728  1.08483  0.47706  0.136871  0.15052  0.242567  0.4065  0.787504  0.995744  1.17434  1.16123  1.21005  0.811753  0.499504  0.44216  0.261864  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.237671  0.456259  1.90073  3.13092  5.05903  5.44705  4.84035  4.7449  2.79545  1.81909  0.70377  0.560386  0.0495776  0.0422625  0.0655596  0  0.0280631  0.00478444  0.0539581  0.144638  0.207795  0.349304  0.531947  0.985245  1.20219  0.947856  0.886439  1.20621  0.659885  0.403008  0.177224  0.0747622  0.108102  0.0826024  0.199157  0.550244  1.09863  1.68106  2.41106  2.69095  2.92113  3.18594  2.48385  1.92702  1.1356  0.620033  0.235248  0.184666  0.301846  0.411831  0.816188  1.00212  1.04885  1.06283  1.11849  0.87681  0.561511  0.484913  0.330776  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0099821  0.33274  0.661727  1.99591  3.34039  4.78222  5.23755  4.40977  4.75882  2.46133  2.06092  0.952764  0.514842  0.219286  0.03675  0.0354376  0.0341944  0.0330154  0  0.0508748  0.214721  0.282832  0.32136  0.465623  1.04691  1.02536  1.07621  0.83493  1.07942  0.703953  0.403008  0.21459  0.076839  0.143463  0.0737522  0.393527  0.599673  1.18768  1.76963  2.06564  2.71285  2.76501  2.98066  2.48619  1.80319  1.30881  0.665988  0.332911  0.271773  0.400645  0.443152  0.794675  0.919198  1.10379  0.95771  1.05805  0.821717  0.681507  0.460161  0.408508  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0665473  0.335909  0.818849  2.3103  3.29629  4.75322  4.9498  4.49927  3.90961  2.9536  1.89186  0.989805  0.641573  0.310814  0.0716625  0  0.0683887  0.0330154  0.00478444  0.152624  0.192354  0.32468  0.241718  0.568493  0.869797  1.17802  0.912065  0.900814  0.949148  0.676834  0.478777  0.21459  0.118374  0.139422  0.244857  0.357142  0.650967  1.20403  1.87857  1.91883  2.91078  2.60725  2.62542  2.33198  1.92091  1.33569  0.613467  0.54606  0.391632  0.32365  0.547109  0.804454  0.789068  1.10067  1.02494  0.928183  0.767795  0.70964  0.554668  0.45592  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.00332737  0.399288  1.03338  2.22954  3.53883  4.37623  4.70244  5.05805  3.40844  2.84891  1.95606  1.13385  0.544545  0.417596  0.128625  0.0372095  0.0376138  0.0396184  0.0271119  0.140291  0.311644  0.194808  0.252896  0.575261  0.939329  1.15258  0.930577  0.822951  0.849115  0.700563  0.433755  0.322419  0.123565  0.251565  0.158321  0.370547  0.711587  1.20858  1.86706  2.27203  2.58988  2.46838  2.51475  2.20438  2.05162  1.3342  0.671094  0.537506  0.488494  0.390424  0.54511  0.80641  0.745054  1.09318  1.01822  0.897663  0.720907  0.701028  0.615986  0.534755  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.304219  1.02432  2.36798  3.62978  4.39205  4.38944  5.39429  3.4386  2.4346  2.09517  1.24703  0.512862  0.337509  0.141488  0.104541  0.0512915  0.0165077  0.0717667  0.166499  0.278839  0.17172  0.328346  0.491341  0.973438  1.00119  1.05893  0.875658  0.728145  0.718642  0.516113  0.25943  0.249207  0.158617  0.194706  0.296821  0.819771  1.22675  1.80152  2.51987  2.32037  2.4577  2.54041  2.1081  2.02104  1.30807  0.727262  0.541783  0.510794  0.50285  0.439154  0.872252  0.776311  1.06196  0.965655  0.923396  0.731457  0.663134  0.590671  0.602564  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0166368  0.275699  0.885324  2.21511  3.96051  4.21806  4.56361  5.34349  3.66135  2.22967  1.91112  1.44458  0.552465  0.18687  0.237038  0.0797347  0.0820664  0.00330154  0.0924993  0.180374  0.192354  0.204909  0.352098  0.575261  1.02067  0.791283  1.03672  0.958312  0.801425  0.629377  0.482072  0.305337  0.249207  0.160638  0.207489  0.314055  0.793657  1.26037  1.88654  2.41365  2.36838  2.41743  2.63263  2.01651  1.92549  1.33494  0.738203  0.582417  0.513581  0.520565  0.393839  0.890506  0.904526  0.982051  0.954654  0.917411  0.718563  0.655096  0.57717  0.68195  
