15.5358	0	5.60021	0
15.3929	0.142877	5.56082	0.0393865
15.4002	0.0828088	5.64943	0.0914786
15.1916	0.216672	5.77074	0.137478
15.2251	0.171141	5.69993	0.127884
15.1965	0.142633	5.70518	0.104549
15.1485	0.129739	5.77514	0.112703
15.0621	0.141753	5.74776	0.101371
15.0965	0.129669	5.74118	0.089643
15.1552	0.130007	5.7268	0.0814586
15.2281	0.138362	5.69543	0.080082
15.2405	0.126907	5.67979	0.0747589
15.1538	0.145379	5.68741	0.0691887
15.0941	0.14726	5.66331	0.0684411
15.1094	0.137946	5.68044	0.0659798
15.1167	0.129243	5.68527	0.0619069
15.0697	0.130188	5.69012	0.0583533
15.0999	0.1264	5.666	0.0600691
15.1173	0.12082	5.64111	0.0620333
15.1736	0.127735	5.63055	0.0597909
15.1704	0.121545	5.61345	0.0593871
15.1348	0.121221	5.59876	0.0584969
15.0896	0.124355	5.61121	0.0572646
15.1375	0.128366	5.59513	0.0571354
15.1199	0.124388	5.5937	0.054821
15.1336	0.1203	5.60567	0.0540117
15.1432	0.11615	5.59425	0.0532117
15.1244	0.11348	5.60124	0.0517504
15.0952	0.113344	5.59387	0.0504748
15.1219	0.112721	5.58525	0.0495203
15.0806	0.116592	5.60892	0.0534285
15.0581	0.115102	5.61324	0.0519118
15.0201	0.11786	5.62097	0.0509048
14.9851	0.119578	5.62467	0.0495233
14.9876	0.116139	5.62068	0.0482534
14.976	0.113468	5.6178	0.0469819
15.0022	0.113441	5.61838	0.0456982
15.0162	0.111302	5.60959	0.0453394
15.0088	0.108666	5.59817	0.0456137
14.9778	0.110361	5.59175	0.0449209
14.9697	0.107942	5.59723	0.0441527
14.9587	0.105914	5.6075	0.0442957
14.9317	0.106876	5.60492	0.0433298
14.9451	0.10527	5.59608	0.043247
14.965	0.104824	5.58867	0.0429196
14.9643	0.102522	5.58218	0.0424751
14.9847	0.10237	5.5722	0.0427432
14.9839	0.100217	5.5613	0.0432399
14.9897	0.0983196	5.55531	0.0427699
15.007	0.097868	5.54985	0.0422601
14.9985	0.0963059	5.55557	0.0418163
15.017	0.0962345	5.55153	0.0412023
15.0194	0.0944311	5.5476	0.0406078
15.0241	0.0927889	5.54211	0.0402257
15.0233	0.0910903	5.53757	0.0397473
15.028	0.0895716	5.52627	0.0406359
15.04	0.0888111	5.51442	0.0416375
15.0278	0.0881143	5.51523	0.0409213
15.0189	0.0870725	5.52483	0.0413523
15.0224	0.0856835	5.52669	0.0407
15.0333	0.0849605	5.52578	0.0400378
15.0217	0.0843714	5.52624	0.0393895
15.023	0.0830305	5.5206	0.0391677
15.0332	0.0823673	5.52217	0.0385826
15.0316	0.0811069	5.52411	0.0380342
15.0222	0.0804215	5.53119	0.0381157
15.0215	0.0792148	5.53263	0.03757
15.0153	0.0782898	5.53145	0.0370321
15.0368	0.0800808	5.52548	0.0369764
15.0342	0.0789695	5.52938	0.0366527
15.0505	0.0795331	5.52695	0.0362145
15.0475	0.0784805	5.52685	0.0357082
15.0412	0.0776538	5.52325	0.0353986
15.051	0.0772287	5.51748	0.0353908
15.0407	0.076882	5.5204	0.0350378
15.0413	0.0758657	5.52404	0.0347648
15.0414	0.0748741	5.52365	0.0343126
15.0465	0.0740867	5.51775	0.0343801
15.0448	0.0731633	5.51837	0.0339479
15.051	0.0725037	5.51744	0.0335339
15.0556	0.071754	5.50917	0.0341335
15.053	0.0709224	5.50255	0.0343587
15.0545	0.0700792	5.49697	0.0343967
15.0565	0.0692677	5.49248	0.0342806
15.0654	0.0690342	5.4887	0.0340848
15.0634	0.0682568	5.4912	0.0337787
15.0793	0.0693141	5.48685	0.0336704
15.0794	0.0685221	5.4834	0.0334645
15.0628	0.0697648	5.49038	0.0338146
15.0813	0.0714226	5.48593	0.0337311
15.084	0.0706867	5.48441	0.0333929
15.0847	0.0699174	5.47996	0.0333272
15.0892	0.0693057	5.48128	0.0329935
15.0864	0.0686215	5.4839	0.0327458
15.076	0.0686788	5.48493	0.0324155
15.0793	0.0680383	5.48256	0.0321635
15.0845	0.0675336	5.48325	0.0318377
15.0841	0.0668422	5.48592	0.0316239
15.0876	0.0662586	5.48302	0.0314362
15.0927	0.0657905	5.48132	0.0311669
