13.8859	0	5.74861	0
14.6723	0.786443	5.51197	0.236635
14.8004	0.471768	5.53761	0.139006
15.0979	0.44699	5.4624	0.123763
15.1964	0.359972	5.48444	0.0983659
15.1508	0.297428	5.47042	0.0815306
15.0981	0.256845	5.51645	0.0828685
15.0549	0.226583	5.52289	0.0720548
15.0352	0.200802	5.48285	0.0751116
14.9633	0.193437	5.49187	0.0677844
15.0115	0.18147	5.44672	0.0761422
14.9072	0.195735	5.4853	0.0794959
14.9696	0.190565	5.48252	0.0731781
14.9401	0.17888	5.49305	0.068563
14.9337	0.166653	5.50088	0.0643061
14.8941	0.160845	5.49861	0.0601955
14.8789	0.151851	5.51243	0.0582077
14.929	0.151711	5.51989	0.0553837
14.8689	0.155583	5.51939	0.0523902
14.9023	0.151332	5.50463	0.0518465
14.9123	0.144291	5.50944	0.0495494
14.925	0.138156	5.51596	0.047692
14.9304	0.132125	5.49655	0.0495334
14.9468	0.127558	5.48011	0.0501934
14.9809	0.127019	5.47885	0.0481603
15.0091	0.125235	5.46855	0.0474044
15.0546	0.128831	5.44499	0.0513382
15.0655	0.124621	5.4291	0.0519615
15.1181	0.131259	5.42096	0.0507942
15.135	0.127919	5.42614	0.0493444
15.1357	0.123727	5.42874	0.0477973
15.1408	0.119906	5.42006	0.0470866
15.1159	0.118846	5.43694	0.048658
15.1141	0.115312	5.42457	0.0487988
15.1063	0.112243	5.41523	0.0482964
15.1015	0.109187	5.41803	0.047019
15.0962	0.106325	5.43324	0.0481957
15.0595	0.109822	5.44324	0.0479642
15.0652	0.107121	5.44157	0.0467481
15.0736	0.104747	5.4383	0.0456817
15.0671	0.102369	5.43536	0.0446504
15.0656	0.0999128	5.43665	0.0435935
15.049	0.0989532	5.42607	0.0438639
15.0395	0.0971447	5.4209	0.0431658
15.0301	0.0954258	5.42802	0.0427918
15.0286	0.0933411	5.42589	0.0419052
15.0278	0.0913368	5.42597	0.041004
15.0324	0.0895341	5.42482	0.0401572
15.0278	0.0878125	5.42593	0.0393448
15.0414	0.0871124	5.4199	0.0390189
15.0224	0.0874656	5.43232	0.0402125
15.0235	0.0857741	5.43237	0.0394317
15.0228	0.0841432	5.43542	0.0388009
15.0287	0.0827791	5.43009	0.0384472
15.0194	0.0817891	5.42319	0.0383665
15.029	0.0808807	5.41932	0.0378735
15.0463	0.0813225	5.41344	0.037665
15.0542	0.0802998	5.40934	0.0372369
15.0363	0.0809402	5.41399	0.0368953
15.0418	0.0797704	5.42111	0.0369661
15.0378	0.0785552	5.41825	0.0364675
15.032	0.0774967	5.4135	0.0361866
15.0195	0.077274	5.41427	0.0356159
15.0135	0.07629	5.41298	0.0350787
15.0018	0.0760127	5.41499	0.0345928
15.0028	0.0748585	5.42053	0.0345125
15.012	0.0743118	5.42056	0.0339935
14.9913	0.0760867	5.4264	0.0339961
14.9899	0.0749891	5.42589	0.0335037
14.9934	0.0739923	5.42715	0.0330455
14.9823	0.0737882	5.43051	0.0327499
14.9739	0.0732368	5.42797	0.0323914
14.9847	0.0730314	5.41926	0.033111
14.9784	0.0723115	5.42055	0.032686
14.9758	0.0713889	5.4162	0.03254
14.9679	0.0708796	5.42247	0.0327162
14.983	0.0715464	5.42184	0.0322948
14.9909	0.0710696	5.42476	0.032012
14.9823	0.0706915	5.42344	0.031632
14.9822	0.0698023	5.42391	0.0312377
14.9793	0.0689966	5.42457	0.0308566
14.9821	0.0682093	5.42891	0.0307863
14.9884	0.0676765	5.42967	0.0304226
15.0045	0.068767	5.42936	0.0300598
15.0086	0.0680764	5.43055	0.0297277
15.0057	0.0673404	5.428	0.0294904
15.0003	0.0667829	5.42706	0.0291646
14.9979	0.0660633	5.42673	0.0288331
14.9965	0.0653306	5.42437	0.0286051
15.0039	0.0650216	5.42395	0.0282887
15.0048	0.0643096	5.42768	0.0282236
15.0122	0.0640278	5.42543	0.0280056
15.0029	0.0640106	5.42416	0.0277319
15.0064	0.0634232	5.42539	0.0274628
15.0122	0.0630179	5.42519	0.0271729
15.0033	0.0629892	5.42676	0.0269343
14.9929	0.0631972	5.42865	0.0267221
14.9808	0.0637157	5.43152	0.0266033
14.9725	0.0636106	5.43119	0.0263353
14.9693	0.063052	5.4313	0.0260708
